name_attr;rating_attr;year_temp;watched_attr;year_attr;action_category;adventure_category;animation_category;children_category;comedy_category;crime_category;documentary_category;drama_category;fantasy_category;film_noir_category;horror_category;musical_category;mystery_category;romance_category;sci_fi_category;thriller_category;war_category;western_category;_no_genres_listed__category;imax_category
Birdman of Alcatraz  1962 ;3.7533557046979866;1962;596;1962;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Aguirre  The Wrath of God  Aguirre  der Zorn Gottes   1972 ;3.985011529592621;1972;1301;1972;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Beauty and the Beast  La belle et la b te   1946 ;3.9334027055150886;1946;961;1946;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Birth of a Nation  The  1915 ;3.228650137741047;1915;363;1915;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Blue Kite  The  Lan feng zheng   1993 ;3.5273972602739727;1993;73;1993;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Juliet of the Spirits  Giulietta degli spiriti   1965 ;3.847315436241611;1965;298;1965;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
Last Year at Marienbad  L Ann e derni re   Marienbad   1961 ;3.769230769230769;1961;299;1961;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0
Macbeth  a k a  Tragedy of Macbeth  The   1971 ;3.6759581881533103;1971;287;1971;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Red River  1948 ;3.906307977736549;1948;539;1948;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Woman Under the Influence  A  1974 ;3.9431818181818183;1974;308;1974;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Stagecoach  1939 ;3.8491784037558685;1939;852;1939;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0
Shot in the Dark  A  1964 ;3.870250231696015;1964;1079;1964;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Navigator  The  1924 ;3.862980769230769;1924;208;1924;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Court Jester  The  1956 ;3.95014245014245;1956;702;1956;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Bullitt  1968 ;3.742695289206917;1968;1677;1968;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Way Down East  1920 ;3.641304347826087;1920;46;1920;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Jezebel  1938 ;3.732876712328767;1938;219;1938;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Hunchback of Notre Dame  The  1939 ;3.77930174563591;1939;401;1939;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
42nd Street  1933 ;3.6495016611295683;1933;301;1933;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
I m No Angel  1933 ;3.3125;1933;64;1933;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
That Touch of Mink  1962 ;3.6443661971830985;1962;284;1962;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Sweet Dreams  1985 ;3.4615384615384617;1985;65;1985;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Play It Again  Sam  1972 ;3.873456790123457;1972;972;1972;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Send Me No Flowers  1964 ;3.5941176470588236;1964;170;1964;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Pygmalion  1938 ;3.825938566552901;1938;293;1938;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Passage to India  A  1984 ;3.7110091743119265;1984;436;1984;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Black Orpheus  Orfeu Negro   1959 ;3.9372037914691944;1959;422;1959;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Amarcord  1973 ;3.848854961832061;1973;655;1973;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Hero  Ying xiong   2002 ;3.9235585523599834;2002;7267;2002;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Horse Feathers  1932 ;3.9611048478015785;1932;887;1932;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Anna Karenina  1935 ;3.524137931034483;1935;145;1935;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Front Page  The  1974 ;3.3874172185430464;1974;151;1974;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction  2000 ;3.2253521126760565;2000;71;2000;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0
Looking for Mr  Goodbar  1977 ;3.270935960591133;1977;203;1977;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Rivers and Tides  2001 ;4.001824817518248;2001;274;2001;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Girl From Paris  A  hirondelle a fait le printemps  Une   2001 ;3.1785714285714284;2001;42;2001;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Seven Days to Noon  1950 ;3.888888888888889;1950;9;1950;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Nausica  of the Valley of the Wind  Kaze no tani no Naushika   1984 ;4.092081583683263;1984;3334;1984;0;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
CrissCross  1992 ;2.8260869565217392;1992;23;1992;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Doc Hollywood  1991 ;2.99203187250996;1991;1004;1991;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Dragnet  1987 ;2.909465020576132;1987;729;1987;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Madhouse  1990 ;2.5136986301369864;1990;73;1990;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1941  1979 ;2.8582966226138034;1979;681;1979;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Shot at Glory  A  2000 ;3.0625;2000;8;2000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Black and White in Color  Noirs et blancs en couleur   1976 ;3.6666666666666665;1976;36;1976;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Foul Play  1978 ;3.577405857740586;1978;478;1978;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Crime Story  Zhong an zu   1993 ;3.380952380952381;1993;84;1993;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Beyond the Clouds  Al di l  delle nuvole   1996 ;3.1;1996;60;1996;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Blind Beast  M juu   1969 ;3.259259259259259;1969;27;1969;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Ryan s Daughter  1970 ;3.482142857142857;1970;84;1970;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Accident  1967 ;3.4782608695652173;1967;46;1967;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Cabeza de Vaca  1991 ;3.108695652173913;1991;23;1991;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Collector  The  1965 ;3.7162790697674417;1965;215;1965;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
Deep Red  Profondo rosso   1975 ;3.7646341463414634;1975;410;1975;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
Diabolique  Les diaboliques   1955 ;4.010931558935361;1955;1052;1955;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
Leprechaun  1993 ;2.035799522673031;1993;419;1993;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Wings of Honneamise  ritsu uch gun Oneamisu no tsubasa   1987 ;3.5478927203065136;1987;261;1987;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0
Crazy People  1990 ;3.150326797385621;1990;153;1990;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DarkWolf  2003 ;1.375;2003;24;2003;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Adam s Rib  1949 ;3.890170511534604;1949;997;1949;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
King of Hearts  1966 ;3.8963963963963963;1966;333;1966;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Naked Lunch  1991 ;3.6167023554603857;1991;1401;1991;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0
Grass  1999 ;3.647286821705426;1999;258;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Spring Forward  1999 ;3.5;1999;69;1999;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Killing of a Chinese Bookie  The  1976 ;3.6987951807228914;1976;166;1976;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0
Run  1991 ;2.640625;1991;64;1991;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Things to Come  1936 ;3.5636363636363635;1936;165;1936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Queen of Hearts  1989 ;3.75;1989;20;1989;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Darling  1965 ;3.4709302325581395;1965;86;1965;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Summer Place  A  1959 ;3.2264150943396226;1959;53;1959;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Night at the Opera  A  1935 ;4.047279792746114;1935;1544;1935;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Metalstorm  The Destruction of Jared Syn  1983 ;1.912280701754386;1983;57;1983;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Element of Crime  The  Forbrydelsens Element   1984 ;3.2751677852348995;1984;149;1984;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Shoot the Piano Player  Tirez sur le pianiste   1960 ;3.949786324786325;1960;468;1960;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0
Stolen Kisses  Baisers vol s   1968 ;3.8419811320754715;1968;212;1968;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Cooler  The  2003 ;3.488305941845765;2003;1582;2003;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Bonaerense  El  2002 ;3.25;2002;20;2002;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
In America  2002 ;3.9185077115464777;2002;2399;2002;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Legend of Leigh Bowery  The  2002 ;4.0;2002;5;2002;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
My Flesh and Blood  2003 ;3.6686046511627906;2003;86;2003;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Honey  2003 ;2.6339285714285716;2003;392;2003;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Last Samurai  The  2003 ;3.6942851681957185;2003;10464;2003;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Forget Baghdad  Jews and Arabs   The Iraqi Connection  2002 ;3.0833333333333335;2002;6;2002;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Prisoner of Paradise  2002 ;3.625;2002;4;2002;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
What Alice Found  2003 ;3.264705882352941;2003;17;2003;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Big Fish  2003 ;3.822431008727101;2003;12719;2003;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
Love Don t Cost a Thing  2003 ;2.5;2003;71;2003;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Something s Gotta Give  2003 ;3.4945345557122707;2003;2836;2003;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Stuck on You  2003 ;2.81255946717412;2003;1051;2003;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Girl with a Pearl Earring  2003 ;3.5543254376931;2003;1942;2003;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Statement  The  2003 ;2.987012987012987;2003;77;2003;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Lord of the Rings  The Return of the King  The  2003 ;4.14238211356367;2003;31577;2003;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Mona Lisa Smile  2003 ;3.142102615694165;2003;1988;2003;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Calendar Girls  2003 ;3.523320158102767;2003;1265;2003;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fog of War  Eleven Lessons from the Life of Robert S  McNamara  The  2003 ;4.1035148706064115;2003;2589;2003;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
Hebrew Hammer  The  2003 ;2.765625;2003;192;2003;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
House of Sand and Fog  2003 ;3.7159141707644165;2003;2237;2003;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Two Men Went to War  2003 ;3.53125;2003;16;2003;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Monster  2003 ;3.6656338028169015;2003;3550;2003;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Cheaper by the Dozen  2003 ;2.8274550484094054;2003;1446;2003;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cold Mountain  2003 ;3.5574334001718704;2003;3491;2003;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0
Paycheck  2003 ;3.2040775131207107;2003;2477;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
Peter Pan  2003 ;3.4326765188834156;2003;1218;2003;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Company  The  2003 ;3.1488095238095237;2003;252;2003;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
Young Black Stallion  The  2003 ;2.5;2003;17;2003;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Japanese Story  2003 ;3.2658959537572256;2003;173;2003;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Secret Things  Choses secr tes   2002 ;2.983050847457627;2002;59;2002;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Chasing Liberty  2004 ;3.0896805896805897;2004;407;2004;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
My Baby s Daddy  2004 ;2.175;2004;40;2004;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aileen  Life and Death of a Serial Killer  2003 ;3.4393939393939394;2003;264;2003;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Distant  Uzak   2002 ;3.3857142857142857;2002;70;2002;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Along Came Polly  2004 ;2.9557442196531793;2004;2768;2004;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Teacher s Pet  2004 ;2.2033898305084745;2004;59;2004;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Torque  2004 ;2.024916943521595;2004;301;2004;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Crimson Gold  Talaye sorgh   2003 ;3.6083333333333334;2003;60;2003;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Osama  2003 ;3.625;2003;308;2003;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Great Gatsby  The  1974 ;3.1839788732394365;1974;568;1974;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Wuthering Heights  1992 ;3.241758241758242;1992;182;1992;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Odds Against Tomorrow  1959 ;3.4310344827586206;1959;29;1959;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Ship of Fools  1965 ;3.483695652173913;1965;92;1965;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Lord Love a Duck  1966 ;2.824324324324324;1966;37;1966;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
There s a Girl in My Soup  1970 ;2.824074074074074;1970;54;1970;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
This Property is Condemned  1966 ;3.1285714285714286;1966;35;1966;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Real Men  1987 ;2.986111111111111;1987;72;1987;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Once Upon a Crime   1992 ;2.7745098039215685;1992;51;1992;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Beyond Therapy  1987 ;2.103448275862069;1987;29;1987;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buster  1988 ;2.652173913043478;1988;46;1988;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Car 54  Where Are You   1994 ;1.775;1994;80;1994;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jane Eyre  1970 ;3.5427350427350426;1970;117;1970;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Blame It on the Bellboy  1992 ;2.2848101265822787;1992;79;1992;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Only the Strong  1993 ;2.9;1993;45;1993;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Adventures of Ford Fairlane  The  1990 ;2.679401993355482;1990;602;1990;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bonjour tristesse  1958 ;3.557377049180328;1958;61;1958;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Enforcer  The  1951 ;3.3968253968253967;1951;63;1951;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Men  The  1950 ;3.292682926829268;1950;41;1950;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Ransom  a k a  The Terrorists   1975 ;3.020408163265306;1975;49;1975;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Pick up Artist  The  1987 ;2.4720670391061454;1987;179;1987;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Melvin Goes to Dinner  2003 ;3.579185520361991;2003;221;2003;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Court Martial of Billy Mitchell  The  1955 ;3.371794871794872;1955;39;1955;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Crime Spree  2003 ;3.2928571428571427;2003;70;2003;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Beyond Re Animator  2003 ;2.8333333333333335;2003;147;2003;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Final Cut  1998 ;3.0408163265306123;1998;49;1998;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Hells Angels on Wheels  1967 ;2.25;1967;44;1967;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Wind and the Lion  The  1975 ;3.534090909090909;1975;176;1975;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mon Oncle  My Uncle   1958 ;3.889473684210526;1958;475;1958;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Where the Boys Are  1960 ;2.914141414141414;1960;99;1960;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dr  Jekyll and Mr  Hyde  1941 ;3.4549180327868854;1941;244;1941;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
M  Hulot s Holiday  Mr  Hulot s Holiday   Vacances de Monsieur Hulot  Les   1953 ;3.8189655172413794;1953;522;1953;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
My Darling Clementine  1946 ;3.8782201405152223;1946;427;1946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
People Will Talk  1951 ;3.6946564885496183;1951;131;1951;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
I Was a Male War Bride  1949 ;3.6033898305084744;1949;295;1949;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Divorce American Style  1967 ;2.813953488372093;1967;43;1967;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kiss Them for Me  1957 ;2.9130434782608696;1957;23;1957;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
To Have and Have Not  1944 ;4.0341928251121075;1944;892;1944;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0
High Sierra  1941 ;3.7857142857142856;1941;469;1941;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0
Dark Passage  1947 ;3.7611275964391693;1947;337;1947;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0
Ox Bow Incident  The  1943 ;3.9141304347826087;1943;460;1943;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
They Drive by Night  1940 ;3.525;1940;140;1940;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Micki   Maude  1984 ;2.764044943820225;1984;89;1984;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Platinum Blonde  1931 ;3.515873015873016;1931;63;1931;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Reefer Madness  a k a  Tell Your Children   1938 ;2.7689530685920576;1938;277;1938;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
D O A   1950 ;3.8042857142857143;1950;350;1950;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0
Boy with Green Hair  The  1948 ;3.008771929824561;1948;57;1948;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Pumping Iron  1977 ;3.453525641025641;1977;312;1977;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
No Good Deed  a k a  The House on Turk Street   2002 ;3.043859649122807;2002;57;2002;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Trouble with Angels  The  1966 ;3.7263157894736842;1966;190;1966;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool World  1992 ;2.3972895863052783;1992;701;1992;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Money for Nothing  1993 ;2.7761194029850746;1993;67;1993;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Silencers  The  1966 ;2.872340425531915;1966;47;1966;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Where Angels Go  Trouble Follows  1968 ;2.9375;1968;32;1968;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Heat and Dust  1983 ;3.4347826086956523;1983;46;1983;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
My Letter to George  Mesmerized   1986 ;1.625;1986;4;1986;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Strada  La  1954 ;4.035911602209945;1954;905;1954;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Ichi the Killer  Koroshiya 1   2001 ;3.4697120158887786;2001;1007;2001;1;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0
Boy and His Dog  A  1975 ;3.4008620689655173;1975;464;1975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Last Tycoon  The  1976 ;3.007936507936508;1976;63;1976;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Ashes and Diamonds  Popi l i diament   1958 ;3.8551587301587302;1958;252;1958;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Marooned  1969 ;2.955056179775281;1969;89;1969;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
King David  1985 ;2.658536585365854;1985;41;1985;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Kanal  1957 ;3.925;1957;160;1957;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Cat Chaser  1989 ;2.5416666666666665;1989;12;1989;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Intolerance  Love s Struggle Throughout the Ages  1916 ;3.7192513368983957;1916;187;1916;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Beast of Yucca Flats  The  1961 ;1.6333333333333333;1961;60;1961;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Tormented  1960 ;2.3125;1960;16;1960;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
Violent Years  The  1956 ;2.1785714285714284;1956;14;1956;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Chitty Chitty Bang Bang  1968 ;3.285914505956552;1968;1427;1968;0;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
Suriyothai  a k a  Legend of Suriyothai  The   2001 ;2.9166666666666665;2001;42;2001;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Plaza Suite  1971 ;3.119047619047619;1971;84;1971;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Out of Towners  The  1970 ;3.418410041841004;1970;239;1970;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Where the Day Takes You  1992 ;3.193877551020408;1992;49;1992;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Three Stooges in Orbit  The  1962 ;2.4714285714285715;1962;70;1962;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
It  1927 ;3.2419354838709675;1927;62;1927;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
